"Year","Group","Sample","SampID","GSample","Drain","Zone","ZoneSimp","Type","Easting","Northing","Longitude","Latitude","Depth_upper_cm","Depth_lower_cm","DepthMid","pH","EC","Microplastics_fragments","Microplastics_fibres","Microplastics_other","microbeads","MP_total","Al","As","Ba","Ca","Cd","Ce","Co","Cr","Cu","Fe","Ga","Gd","K","La","Li","Mg","Mn","Mo","Na","Nd","Ni","P","Pb","Rb","S","Sc","Sr","Th","Ti","V","Y","Zn","REE","NaFac"
"2020","2","NW9","2020_2_1","2_1",NA,"NW_wetland","NW","Lake_Sed",400045,6468160,115.942741,-31.91805155,NA,NA,NA,6.36,12.47,NA,NA,NA,NA,NA,36928,4,38,6134,NA,65,9,52,30,23495,NA,4,2052,36,32,3533,70,1,4819,23,17,398,28,NA,2522,NA,58,12,NA,53,12,439,128,"High_Na"
"2020","2","NW10","2020_2_2","2_2",NA,"NW_wetland","NW","Lake_Sed",400045,6468168,115.9427419,-31.91797938,NA,NA,NA,6.35,12.35,NA,NA,NA,NA,NA,2857,5,28,1014,NA,3,3,50,13,16892,NA,1,144,3,2,1006,495,3,1148,2,11,113,7,NA,472,NA,10,1,NA,8,2,76,9,"High_Na"
"2020","2","NW11","2020_2_3","2_3",NA,"NW_wetland","NW","Lake_Sed",400045,6468176,115.9427427,-31.91790722,NA,NA,NA,6.83,11.88,NA,NA,NA,NA,NA,49495,9,74,2245,NA,61,14,58,21,36888,NA,4,2125,35,27,1935,66,4,381,22,17,326,44,NA,492,NA,22,11,NA,74,10,615,122,"Low_Na"
"2020","2","NW12","2020_2_4","2_4",NA,"NW_wetland","NW","Lake_Sed",400045,6468184,115.9427435,-31.91783506,NA,NA,NA,6.67,12.82,NA,NA,NA,NA,NA,41810,8,72,6857,NA,69,21,51,28,38213,NA,5,1432,37,33,2006,87,3,731,26,17,482,43,NA,1232,NA,39,7,NA,67,13,1216,137,"Low_Na"
"2020","2","NW13","2020_2_5","2_5",NA,"NW_wetland","NW","Lake_Sed",400060,6468158,115.9428995,-31.91807091,NA,NA,NA,6.85,10.68,NA,NA,NA,NA,NA,5723,2,23,10304,NA,8,2,19,18,8220,NA,1,655,5,2,806,79,1,291,2,5,275,21,NA,444,NA,27,3,NA,13,2,118,16,"Low_Na"
"2020","2","NW14","2020_2_6","2_6",NA,"NW_wetland","NW","Lake_Sed",400060,6468166,115.9429003,-31.91799875,NA,NA,NA,6.62,13.81,NA,NA,NA,NA,NA,30552,13,39,48460,NA,40,47,21,26,47862,NA,3,456,36,3,2221,180,2,1720,10,11,876,41,NA,7354,NA,107,1,NA,29,10,4227,89,"High_Na"
"2020","2","NW15","2020_2_7","2_7",NA,"NW_wetland","NW","Lake_Sed",400060,6468174,115.9429011,-31.91792658,NA,NA,NA,6.52,14.08,NA,NA,NA,NA,NA,20261,9,31,29390,NA,29,110,19,25,35085,NA,3,1202,27,4,4453,215,2,8008,7,17,1045,39,NA,20442,NA,123,NA,NA,21,7,7510,66,"High_Na"
"2020","3","NW16","2020_2_8","2_8",NA,"NW_wetland","NW","Lake_Sed",400060,6468182,115.9429019,-31.91785442,NA,NA,NA,6.24,5.23,NA,NA,NA,NA,NA,42994,3,41,2840,NA,113,11,57,38,20546,NA,7,2612,52,44,3595,46,2,7042,42,20,230,29,NA,4880,NA,41,12,NA,58,25,709,214,"High_Na"
"2020","3","NW17","2020_2_9","2_9",NA,"NW_wetland","NW","Lake_Sed",400060,6468190,115.9429028,-31.91778226,NA,NA,NA,6.72,8.52,NA,NA,NA,NA,NA,24962,8,27,1315,NA,34,13,44,20,24299,NA,3,1497,17,25,1965,69,5,2518,14,12,106,12,NA,14932,NA,19,15,NA,51,6,709,68,"High_Na"
"2020","3","NW18","2020_3","3",NA,"NW_wetland","NW","Lake_Sed",400060,6468198,115.9429036,-31.91771009,NA,NA,NA,6.71,9.96,NA,NA,NA,NA,NA,32539,5,27,1529,NA,75,11,43,19,21744,NA,5,1884,35,38,2278,47,2,2395,28,13,95,24,NA,9001,NA,23,13,NA,53,16,545,143,"High_Na"
"2020","3","NW19","2020_3_1","3_1",NA,"NW_wetland","NW","Lake_Sed",400060,6468206,115.9429044,-31.91763793,NA,NA,NA,6.74,11.92,NA,NA,NA,NA,NA,33809,8,23,1866,NA,79,15,42,19,30943,NA,6,1550,37,39,1898,50,5,1031,31,12,166,26,NA,8135,NA,23,12,NA,65,16,996,153,"High_Na"
"2020","3","NW21","2020_3_2","3_2",NA,"NW_wetland","NW","Lake_Sed",400075,6468203,115.9430627,-31.91766631,NA,NA,NA,6.55,16.51,NA,NA,NA,NA,NA,21683,14,46,6097,1,31,89,33,63,60477,NA,4,1560,21,21,4051,131,7,7612,14,19,566,99,NA,76633,NA,77,5,NA,46,8,5808,70,"High_Na"
"2020","3","NW22","2020_3_3","3_3",NA,"NW_wetland","NW","Lake_Sed",400075,6468211,115.9430636,-31.91759415,NA,NA,NA,6.55,15.43,NA,NA,NA,NA,NA,17017,13,47,8419,NA,37,45,30,39,56052,NA,4,2526,24,12,2426,166,6,4996,14,16,869,56,NA,51866,NA,57,1,NA,52,9,3387,79,"High_Na"
"2020","8","SED2","2020_8_1","8_1",NA,"S_wetlands","S","Saltmarsh",400028.42,6468079.4,115.9425574,-31.91877713,NA,NA,NA,5.32,22.1,NA,NA,NA,NA,NA,49622,9,76,1973,NA,110,19,76,92,38689,NA,7,3704,59,40,6016,87,1,22392,41,27,411,32,NA,2952,NA,45,22,NA,85,23,449,217,"High_Na"
"2020","8","SED1","2020_8_2","8_2",NA,"S_wetlands","S","Saltmarsh",400015.33,6468079.3,115.9424189,-31.91877688,NA,NA,NA,5.18,21.34,NA,NA,NA,NA,NA,42751,8,87,2239,NA,112,16,70,67,39498,NA,8,3745,60,40,7808,96,2,33669,42,24,408,36,NA,3915,NA,55,22,NA,87,24,437,222,"High_Na"
"2020","8","SED3","2020_8_3","8_3",NA,"S_wetlands","S","Saltmarsh",400042.25,6468080.1,115.9427037,-31.91877203,NA,NA,NA,4.53,24.61,NA,NA,NA,NA,NA,38420,10,49,2139,NA,97,17,64,112,46536,NA,7,3058,52,35,4905,57,3,17601,37,22,489,40,NA,2961,NA,42,19,NA,80,21,429,193,"High_Na"
"2020","8","SED4","2020_8_4","8_4",NA,"S_wetlands","S","Saltmarsh",400055.38,6468076.1,115.9428421,-31.91880927,NA,NA,NA,5.46,11.8,NA,NA,NA,NA,NA,40612,9,57,2680,NA,108,14,70,105,46525,NA,7,3307,58,35,5643,105,4,20501,41,23,578,42,NA,2998,NA,48,19,NA,85,24,203,214,"High_Na"
"2020","8","SED5","2020_8_5","8_5",NA,"S_wetlands","S","Saltmarsh",400063.48,6468070.4,115.9429272,-31.9188614,NA,NA,NA,6.13,20.42,NA,NA,NA,NA,NA,34905,16,78,2855,NA,45,12,58,272,49340,NA,4,3141,27,30,5960,45,13,26472,20,18,694,74,NA,11042,NA,78,17,NA,77,9,250,96,"High_Na"
"2020","8","SED6","2020_8_6","8_6",NA,"S_wetlands","S","Saltmarsh",400074.14,6468070,115.9430399,-31.91886595,NA,NA,NA,5.5,24.16,NA,NA,NA,NA,NA,45262,10,53,2330,NA,106,15,77,250,40146,NA,7,3703,55,36,4857,70,3,13033,39,24,575,66,NA,8052,NA,45,24,NA,88,22,293,207,"High_Na"
"2020","8","SED7","2020_8_7","8_7",NA,"S_wetlands","S","Saltmarsh",400082.36,6468071.2,115.943127,-31.91885585,NA,NA,NA,6.58,21.87,NA,NA,NA,NA,NA,18522,51,115,5282,NA,23,24,31,233,121037,NA,8,2376,25,16,6564,289,5,26733,18,13,3856,75,NA,4348,NA,132,4,NA,96,11,607,74,"High_Na"
"2020","9","SED8","2020_9_1","9_1",NA,"S_wetlands","S","Saltmarsh",400092.32,6468065.7,115.9432317,-31.91890633,NA,NA,NA,6.95,28.92,NA,NA,NA,NA,NA,17140,43,97,4853,NA,15,14,27,152,117888,NA,7,2471,21,14,7006,130,4,31391,15,13,3403,52,NA,6075,NA,111,3,NA,73,9,588,58,"High_Na"
"2020","9","SED9","2020_9_2","9_2",NA,"S_wetlands","S","Saltmarsh",400100.96,6468062.6,115.9433228,-31.91893506,NA,NA,NA,6.83,21.45,NA,NA,NA,NA,NA,17994,38,89,7607,NA,24,28,31,179,100359,NA,6,2742,23,15,8777,693,5,32611,14,17,2902,70,NA,4894,NA,163,3,NA,73,10,715,67,"High_Na"
"2020","9","SED10","2020_9_3","9_3",NA,"S_wetlands","S","Saltmarsh",400105.5,6468056.7,115.9433702,-31.91898868,NA,NA,NA,6.23,21.5,NA,NA,NA,NA,NA,27041,24,103,7366,NA,47,75,45,156,63235,NA,5,3252,31,20,8763,3503,4,29244,18,27,2257,66,NA,5328,NA,131,6,NA,80,13,740,101,"High_Na"
"2020","9","SED11","2020_9_4","9_4",NA,"S_wetlands","S","Saltmarsh",400110.08,6468047.6,115.9434177,-31.91907117,NA,NA,NA,7.24,19.38,NA,NA,NA,NA,NA,16050,62,173,11237,NA,10,20,25,122,129609,NA,7,2067,21,16,7205,418,4,22671,14,12,7020,105,NA,6432,NA,254,3,NA,78,9,736,52,"High_Na"
"2020","9","SED12","2020_9_5","9_5",NA,"S_wetlands","S","Saltmarsh",400112.23,6468038.1,115.9434395,-31.91915705,NA,NA,NA,5.88,11.5,NA,NA,NA,NA,NA,31852,14,51,6890,NA,48,14,52,93,44322,NA,4,2945,31,23,9771,402,1,32288,20,19,1416,50,NA,5363,NA,114,9,NA,66,12,354,103,"High_Na"
"2020","9","SED13","2020_9_6","9_6",NA,"S_wetlands","S","Saltmarsh",400111.38,6468029,115.9434295,-31.91923906,NA,NA,NA,5.68,20.45,NA,NA,NA,NA,NA,34262,32,51,6495,1,82,30,60,220,57672,NA,7,3367,46,34,6500,182,3,20711,31,24,1484,133,NA,17092,NA,86,15,NA,83,20,625,166,"High_Na"
"2020","9","SED14","2020_9_7","9_7",NA,"S_wetlands","S","Saltmarsh",400086.78,6468078.5,115.9431745,-31.91879039,NA,NA,NA,4.69,22.34,NA,NA,NA,NA,NA,49723,8,74,2722,NA,124,18,81,128,33523,NA,8,3413,64,35,5257,160,2,13182,46,27,540,63,NA,2814,NA,51,25,NA,89,25,217,242,"High_Na"
"2020","10","SED15","2020_10_1","10_1",NA,"S_wetlands","S","Saltmarsh",400093.84,6468083.4,115.9432497,-31.91874681,NA,NA,NA,5.5,13.81,NA,NA,NA,NA,NA,15673,41,78,5190,NA,24,25,23,226,113411,NA,7,2505,27,12,7579,297,8,34588,17,12,2789,38,NA,5741,NA,111,2,NA,70,12,354,75,"High_Na"
"2020","10","SED16","2020_10_2","10_2",NA,"S_wetlands","S","Saltmarsh",400103.11,6468091.5,115.9433485,-31.91867456,NA,NA,NA,5.77,24.04,NA,NA,NA,NA,NA,35424,10,69,3780,NA,70,13,58,267,35030,NA,5,3455,40,28,7204,74,6,31106,28,20,802,65,NA,6291,NA,84,15,NA,89,15,216,143,"High_Na"
"2020","10","SED17","2020_10_3","10_3",NA,"S_wetlands","S","Saltmarsh",400109.55,6468102,115.9434177,-31.91858041,NA,NA,NA,5.02,28.27,NA,NA,NA,NA,NA,50436,10,70,2603,NA,107,22,78,224,48654,NA,8,4247,58,39,5224,73,1,14602,41,29,481,46,NA,2865,NA,48,22,NA,85,23,448,214,"High_Na"
"2020","10","SED18","2020_10_4","10_4",NA,"S_wetlands","S","Saltmarsh",400123.97,6468100,115.94357,-31.91859972,NA,NA,NA,4.65,47,NA,NA,NA,NA,NA,46277,9,80,2930,NA,117,22,73,173,48533,NA,8,4523,65,37,6802,95,1,22175,43,27,433,42,NA,3471,NA,53,20,NA,80,25,493,233,"High_Na"
"2020","10","SED19","2020_10_5","10_5",NA,"S_wetlands","S","Saltmarsh",400134.49,6468094.8,115.9436807,-31.91864755,NA,NA,NA,4.94,13.26,NA,NA,NA,NA,NA,46716,10,85,2106,NA,95,16,72,357,38859,NA,7,3965,51,34,6274,74,2,23701,36,25,591,72,NA,3380,NA,63,20,NA,77,20,254,189,"High_Na"
"2020","10","SED20","2020_10_6","10_6",NA,"S_wetlands","S","Saltmarsh",400075.03,6468094.5,115.9430519,-31.91864503,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11927,14,69,31350,NA,15,36,17,169,62650,NA,3,3622,14,11,20745,126,3,95761,6,15,571,36,NA,42346,NA,512,4,NA,28,6,367,38,"High_Na"
"2020","10","SED21","2020_10_7","10_7",NA,"S_wetlands","S","Saltmarsh",400064.99,6468107.7,115.942947,-31.91852507,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9315,35,105,7411,NA,6,7,21,98,105240,NA,6,3286,11,8,11687,27,10,72279,10,6,2209,27,NA,12182,NA,126,1,NA,93,5,246,33,"High_Na"
"2021","ENVT3361.5","AF_sed_1","2021_5_1","5_1",NA,"NW","SM","Saltmarsh",400440,6468317,115.9469346,-31.91667004,NA,NA,NA,5.67,10.18,NA,3000,NA,NA,3000,18988,23.5,49,2946,0.215,92.7,7.6,25.8,314,51813,20.6,6.7,1397,43.2,13.6,2646,60.3,2.8,10249,35,13,2060,116.2,14.4,3437,3,66,6,98.3,34.6,26.3,225.3,177.6,"High_Na"
"2021","ENVT3361.5","AF_sed_2","2021_5_2","5_2",NA,"NW","SM","Saltmarsh",400472,6468321,115.9472734,-31.91663676,NA,NA,NA,6.33,0.12,NA,2000,NA,NA,2000,6068,25.1,23,2152,0.165,11.7,7.3,13.8,149,43494,16.3,2,348,6.2,2.9,527,70,1.2,221,5.9,7,547,57.2,3.5,919,0.9,15.8,2.2,61.5,17.8,3.2,144.3,25.8,"Low_Na"
"2021","ENVT3361.5","AF_sed_3","2021_5_3","5_3",NA,"NW","SM","Saltmarsh",400389,6468265,115.9463899,-31.91713463,NA,NA,NA,5.49,5.58,NA,NA,NA,8500,8500,35628,3.2,118,1192,0.078,217.8,7.7,54.2,141,37073,17.6,13.5,3194,93.4,51.5,3028,45.4,2,7564,78.5,22,602,36.7,48.9,1468,8.9,103.2,19.9,188.5,70,53.4,81.7,403.2,"High_Na"
"2021","ENVT3361.5","AF_sed_4","2021_5_4","5_4",NA,"NW","SM","Saltmarsh",400447,6468269,115.9470037,-31.91710363,NA,NA,NA,4.43,17.1,NA,NA,NA,NA,NA,29508,4.6,93,779,0.078,98,5,56.2,58,39619,17.1,7.9,3765,40.6,21.5,4832,50.5,1.1,21611,44.5,16,386,26.8,59.2,3687,8.5,76.3,16.8,225.4,72.1,18.9,21.9,191,"High_Na"
"2021","ENVT3361.5","AF_sed_5","2021_5_5","5_5",NA,"NW","SM","Saltmarsh",400475,6468289,115.9473019,-31.91692568,NA,NA,NA,5.25,3.12,1500,3000,NA,500,5000,30408,12.8,191,1951,0.298,112.1,16,66.9,140,69310,28.8,8.2,2713,56.3,19.2,3217,337.9,4.6,6319,44.9,50,402,91.5,49.4,1662,8.2,58.5,15.3,247.7,73.3,24,164.8,221.5,"High_Na"
"2021","ENVT3361.5","AF_sed_6","2021_5_6","5_6",NA,"NW","SM","Saltmarsh",400517,6468291,115.9477463,-31.91691132,NA,NA,NA,6.73,0.22,500,NA,NA,NA,500,28926,7,104,2998,0.259,85.6,13.4,52.2,155,39010,17.6,6.1,2799,46.5,15.6,2842,375.4,3.2,1826,35.3,19,648,72.3,36.4,1620,7.7,111.7,14.7,187.6,65.9,17.5,172.7,173.5,"High_Na"
"2021","ENVT3361.6","AF_sed_7","2021_6_1","6_1",NA,"NW","SM","Saltmarsh",400331,6468227,115.9457726,-31.91747232,NA,NA,NA,6.06,11.34,36,5,87,NA,128,33250,22.1,98,2374,0.213,140.2,9.5,53.5,282,56920,26.5,8.7,3498,71.9,36.2,3856,55.9,5.7,15158,47.5,20,2412,629.7,47.1,2779,7.1,165.6,14.8,162.8,63.6,36.1,295.9,268.3,"High_Na"
"2021","ENVT3361.6","AF_sed_8","2021_6_2","6_2",NA,"NW","SM","Saltmarsh",400368,6468205,115.9461616,-31.91767401,NA,NA,NA,6.3,12.21,13,2,9,NA,24,33208,8.3,72,1890,0.147,139.2,16.1,66.6,144,50323,21.7,8.5,3940,80.9,34,5398,97.6,1.4,16737,50,33,926,54.6,64.6,2758,10,45.9,23.9,284.1,80.6,31,133.9,278.6,"High_Na"
"2021","ENVT3361.6","AF_sed_9","2021_6_3","6_3",NA,"NW","SM","Saltmarsh",400432,6468225,115.9468406,-31.91749922,NA,NA,NA,6.41,13.36,39,3,43,NA,85,29753,5,82,3301,0.114,159.8,12.6,56.4,170,32387,15.3,10.5,3754,75.6,35.8,4854,113.4,1.7,17533,62.3,28,1061,137.9,52,2870,8,133.5,15.4,183.4,66.1,40.9,208.7,308.2,"High_Na"
"2021","ENVT3361.3","AF_sed_13","2021_3_1","3_1",NA,"N_transect","NE","Lake_Sed",400380,6468248,115.946293,-31.91728719,NA,NA,NA,7.61,3.27,NA,1501.5,NA,NA,1501.5,12406,NA,26,2704,0.089,17.7,3.3,21.2,38,12229,4.8,1.4,1065,9.6,4.7,1510,2014.2,0.3,4117,7.3,6,81,15.3,8.5,380,1.5,25.6,6.1,134.8,13.7,3,65.2,36,"High_Na"
"2021","ENVT3361.3","AF_sed_14","2021_3_2","3_2",NA,"N_transect","NE","Lake_Sed",400395,6468248,115.9464516,-31.9172885,NA,NA,NA,8.36,3.28,NA,2000,NA,NA,2000,14042,6.7,65,12125,0.375,21.5,6.6,79,132,38650,16,2.4,1322,12.8,5.5,4773,3330.7,1.8,4306,10.6,22,258,36.8,12.3,458,2.1,64.8,5.3,129.4,24.1,4.7,133.2,47.3,"High_Na"
"2021","ENVT3361.3","AF_sed_15","2021_3_3","3_3",NA,"N_transect","NE","Lake_Sed",400407,6468248,115.9465785,-31.91728956,NA,NA,NA,7.35,2.59,NA,2998.5,NA,NA,2998.5,11527,3.8,22,961,0.176,14.6,4.6,30.4,105,28965,12.6,1.5,766,8.5,4.3,1010,1447.7,0.7,4066,6.1,14,228,34.7,6.7,619,1.1,16,4.9,82.2,16.5,2.5,109.3,30.7,"High_Na"
"2021","ENVT3361.3","AF_sed_16","2021_3_4","3_4",NA,"N_transect","NE","Lake_Sed",400415,6468260,115.9466644,-31.91718201,NA,NA,NA,6.42,7.63,NA,499.75,NA,NA,499.75,32704,NA,97,1748,0.098,174.6,9,65.2,62,38327,18.4,10.9,3605,81.6,34.3,3838,105.8,1.2,12259,65.2,25,329,31.6,58.3,1457,10.1,79,23.2,237.7,79.3,41,124.5,332.3,"High_Na"
"2021","ENVT3361.3","AF_sed_17","2021_3_5","3_5",NA,"N_transect","NE","Lake_Sed",400423,6468272,115.9467502,-31.91707447,NA,NA,NA,5.62,9.04,NA,1500.75,NA,NA,1500.75,32771,4.1,118,1575,0.096,216.2,6.8,58.2,36,39643,18.8,16.3,3869,78.7,33.8,3647,64.1,1.9,12594,94.1,21,438,28.7,52.9,2677,8.8,151.6,15.8,198,77.5,48,50.9,405.3,"High_Na"
"2021","ENVT3361.4","AF_sed_18","2021_4_1","4_1",NA,"N_transect","NE","Lake_Sed",400431,6468284,115.946836,-31.91696693,NA,NA,NA,5.67,7.76,NA,3994.01,NA,NA,3994.01,34149,13.9,75,1821,0.194,248.3,7.6,47.7,204,57748,26.2,13.2,2595,121.7,32.5,3089,53.2,2.5,11047,76.3,19,1848,108.1,43.3,2135,7.4,63.8,16.5,170.3,61.8,60.2,191.2,459.5,"High_Na"
"2021","ENVT3361.4","AF_sed_19","2021_4_2","4_2",NA,"N_transect","NE","Lake_Sed",400439,6468296,115.9469219,-31.91685938,NA,NA,NA,5.92,8.23,997.51,11970.07,NA,NA,12967.58,26072,20.1,78,2169,0.48,121.9,13.3,38,312,99194,40.7,9.6,2608,62.9,28.8,3355,72.2,4.1,13322,43.3,20,2231,120.9,37.5,2771,5.5,85.5,13.9,148,59.6,29.6,342.8,237.7,"High_Na"
"2021","ENVT3361.4","AF_sed_20","2021_4_3","4_3",NA,"N_transect","NE","Lake_Sed",400447,6468308,115.9470077,-31.91675184,NA,NA,NA,5.85,6.32,1992.03,22908.37,NA,NA,24900.4,34004,6.2,62,2347,0.126,155.9,5.7,49,153,31586,15.8,10.3,2809,68.4,36.6,3772,39.3,2.9,14064,60.6,18,963,53.9,44,2463,7.2,70.3,12.8,176.3,63.8,38.9,113.1,295.2,"High_Na"
"2021","ENVT3361.4","AF_sed_21","2021_4_4","4_4",NA,"N_transect","NE","Lake_Sed",400455,6468320,115.9470936,-31.91664429,NA,NA,NA,5.9,4.65,497.76,6968.64,NA,NA,7466.4,30146,13.6,59,3121,0.209,165.6,5.8,39.6,271,33438,15.5,10.8,2290,73.8,31,3707,37.9,3.9,14486,61.6,19,1935,101.5,30.4,3642,5.3,80.2,9.2,149.5,56.7,41.5,216,311.8,"High_Na"
"2021","ENVT3361.4","AF_sed_22","2021_4_5","4_5",NA,"SW_transect","SE","Lake_Sed",400190,6468090,115.9442673,-31.91869573,NA,NA,NA,5.86,6.7,1499.25,17991,NA,NA,19490.25,15304,8.9,123,1790,0.589,36.9,9.9,27.1,139,44050,17.5,3.7,1472,14.5,15.2,2479,59.3,6.8,8975,15.9,8,373,42.4,17.4,7988,4.3,41.9,10.2,132,48.3,7.8,341,71,"High_Na"
"2021","ENVT3361.7","AF_sed_28","2021_7_1","7_1",NA,"NE","SM","Saltmarsh",400518,6468224,115.94775,-31.91751577,NA,NA,NA,5.69,2.82,NA,1501,NA,1501,3002,28382,4.7,75,1581,0.106,117.6,10.1,54.7,74,33856,14.9,7.6,2771,60.6,16.7,2915,128.2,2,5185,47.5,20,491,36,41.6,1372,8.1,63.1,15,227.4,67.5,26.4,50.1,233.3,"High_Na"
"2021","ENVT3361.7","AF_sed_29","2021_7_2","7_2",NA,"NE","SM","Saltmarsh",400568,6468216,115.9482779,-31.91759232,NA,NA,NA,4.73,6.89,NA,9985,NA,2996,12981,31320,4.2,94,1361,0.087,108.8,5.1,54.7,64,36208,15.6,8.3,3843,50.7,22.9,3256,46.9,2.5,11586,48.1,17,485,26.2,48,3600,8.3,115.9,15.6,218.9,71.1,23.1,25,215.9,"High_Na"
"2021","ENVT3361.7","AF_sed_30","2021_7_3","7_3",NA,"NW","SM","Saltmarsh",400267,6468153,115.9450881,-31.91813421,NA,NA,NA,6.16,8.83,NA,NA,NA,8008,8008,19353,26.1,31,3530,0.32,43.3,9.6,33.8,416,59732,26,4.3,1866,21.2,17.3,3862,160.7,3.4,10315,19.1,12,2515,690.1,21.5,2239,3.7,70,6.9,107.5,48.3,10.4,343.3,87.9,"High_Na"
"2021","ENVT3361.7","AF_sed_31","2021_7_4","7_4",NA,"NW","SM","Saltmarsh",400302,6468190,115.9454621,-31.91780353,NA,NA,NA,6.29,4.78,NA,1997,NA,NA,1997,14765,21.6,34,1796,0.223,30.5,5,25.7,405,58647,23.8,3.3,1137,15.1,11,2001,78.8,4.2,5254,13.8,7,1557,284,13.1,1234,2.8,35.4,6.8,130.4,40.9,6.6,141.1,62.7,"High_Na"
"2021","ENVT3361.7","AF_sed_32","2021_7_5","7_5",NA,"NW","SM","Saltmarsh",400371,6468173,115.9461901,-31.91796293,NA,NA,NA,6.1,9.31,NA,498,NA,NA,498,8491,0.6,13,828,0.027,43,5,21.8,11,11914,NA,2.3,978,20.3,4.9,1707,76.3,0.9,9470,16.1,7,107,8.9,10.9,1117,2.7,13.7,10.1,291.6,30.9,6.6,12.6,81.7,"High_Na"
"2021","ENVT3361.8","AF_sed_33","2021_8_1","8_1",NA,"NE","SM","Saltmarsh",400411,6468156,115.9466114,-31.91811978,NA,NA,NA,NA,NA,NA,3500,NA,500,4000,18714,3.2,50,584,0.081,60.3,7.3,46,19,26770,8.6,4.5,1314,26.6,7.7,1639,62.7,0.6,3479,24.5,12,85,16.1,18.4,338,6.4,13.1,15,294.7,66.8,12.4,13.2,115.9,"High_Na"
"2021","ENVT3361.8","AF_sed_34","2021_8_2","8_2",NA,"NE","SM","Saltmarsh",400468,6468171,115.9472157,-31.91798947,NA,NA,NA,NA,NA,500,2000,NA,NA,2500,11846,1.9,25,650,0.036,50.1,7.7,30.3,15,18393,0.6,3.1,1077,21.6,7.1,999,85.4,0.8,3864,18.1,10,117,11.7,12.2,610,3.5,10.2,11.3,350.9,41.7,7.8,17.8,92.9,"High_Na"
"2021","ENVT3361.8","AF_sed_35","2021_8_3","8_3",NA,"NE","SM","Saltmarsh",400546,6468165,115.94804,-31.91805043,NA,NA,NA,NA,NA,NA,2000,NA,1500,3500,33605,0.9,91,1508,0.097,153.3,15.5,65.1,59,37789,17.8,10.4,3496,70.8,25.9,3825,212.9,1.3,10544,62.7,25,389,33,59,1998,9.9,76.8,19.4,259.8,78.4,33.6,53.5,297.2,"High_Na"
"2021","ENVT3361.8","AF_sed_36","2021_8_4","8_4",NA,"NE","SM","Saltmarsh",400577,6468196,115.9483711,-31.91777351,NA,NA,NA,NA,NA,500,2500,NA,1500,4500,34097,4.7,108,1536,0.124,136.2,8.8,61.3,52,35657,17.7,10.1,3167,63.2,24.2,3098,126,2.2,7235,59.5,22,539,35.6,49.6,1752,9.5,109.2,18.5,223.4,78.5,28.6,82.5,269,"High_Na"
"2021","ENVT3361.9","AF_sed_39","2021_9_1","9_1",NA,"NW","SM","Saltmarsh",400375,6468123,115.9462272,-31.9184143,NA,NA,NA,5.78,5.01,500,3000,NA,NA,3500,21108,5.2,60,1244,0.081,81.3,11.9,49.3,47,29102,10.2,5.2,2397,41.1,15.7,2789,202.8,1.2,8164,31.9,17,294,21.8,34.5,843,7.1,29,17.9,290.5,62.3,16.3,59.7,159.5,"High_Na"
"2021","ENVT3361.9","AF_sed_40","2021_9_2","9_2",NA,"NE","SM","Saltmarsh",400433,6468106,115.9468389,-31.91857273,NA,NA,NA,6.54,2.03,500,5500,NA,NA,6000,9425,5.9,17,14827,0.061,28.7,4.4,26.5,13,16403,4.3,2.2,796,13.7,5.6,1345,55.1,0.3,2640,12.4,6,95,9.3,9.6,281,3.3,47.5,8.4,202,38.8,5.3,13,57,"High_Na"
"2021","ENVT3361.9","AF_sed_41","2021_9_3","9_3",NA,"NE","SM","Saltmarsh",400470,6468135,115.9472332,-31.91831438,NA,NA,NA,5.12,12.45,250,250,NA,750,1250,43250,1.8,107,1194,0.096,161.8,12,66.8,41,35880,16.2,12,4850,73.1,51,4127,119.6,1.9,15059,67.3,27,377,26.8,69.8,3493,10.5,178.3,20.8,320.7,81.9,39.3,47.3,314.2,"High_Na"
