"Year","Group","Sample","SampID","GSample","Drain","Zone","ZoneSimp","Type","Easting","Northing","Longitude","Latitude","Depth_upper_cm","Depth_lower_cm","DepthMid","pH","EC","Microplastics_fragments","Microplastics_fibres","Microplastics_other","microbeads","MP_total","Al","As","Ba","Ca","Cd","Ce","Co","Cr","Cu","Fe","Ga","Gd","K","La","Li","Mg","Mn","Mo","Na","Nd","Ni","P","Pb","Rb","S","Sc","Sr","Th","Ti","V","Y","Zn","REE","NaFac"
"2021","ENVT3361.9","AF_sed_42","2021_9_4","9_4",NA,"NE","SM","Saltmarsh",400505,6468110,115.9476008,-31.91854296,NA,NA,NA,4.54,9.23,500,1000,NA,2500,4000,48186,3.6,77,845,0.081,103.6,8.8,60.9,28,35598,18.6,9,4177,42,49.6,2880,39.3,3.1,13224,48.6,27,250,21.3,64.8,2779,9.9,102.8,17.5,224.5,78.4,17.1,17.3,203.2,"High_Na"
"2021","ENVT3361.9","AF_sed_43","2021_9_5","9_5",NA,"SW","SM","Saltmarsh",400249,6468097,115.944892,-31.91863777,NA,NA,NA,5,10.04,1500,1500,NA,3000,6000,37198,5.2,94,1200,0.105,200.1,7.6,54.1,32,40674,20,16.8,3725,64.6,35.2,3358,46.8,2.6,16453,95.7,23,399,25.5,52.7,3469,8.9,121.3,15,179.1,78.2,40.1,23.5,377.2,"High_Na"
"2021","ENVT3361.10","AF_sed_44","2021_10_1","10_1",NA,"SW","SM","Saltmarsh",400298,6468083,115.9454088,-31.91876836,NA,NA,NA,5.71,10.4,250,9500,NA,NA,9750,39826,9.9,61,1957,0.182,106.7,10.1,71.7,262,42931,20.4,7.2,3239,52.4,31.3,4504,65.8,1.8,13247,42.1,24,1533,230.5,60.9,2981,10.4,50.9,21,297.8,80.7,23.4,258,208.4,"High_Na"
"2021","ENVT3361.10","AF_sed_45","2021_10_2","10_2",NA,"SW","SM","Saltmarsh",400337,6468095,115.9458225,-31.91866354,NA,NA,NA,5.81,8.61,250,3000,NA,NA,3250,39384,4.7,101,1539,0.132,133,10.4,77.5,162,45864,19.8,8.7,3737,67.3,32.9,4381,84,0.9,10994,51.9,24,471,60.6,69.7,1314,11.8,43.4,25.3,371.4,89.2,29.5,131.5,260.9,"High_Na"
"2021","ENVT3361.10","AF_sed_46","2021_10_3","10_3",NA,"SW","SM","Saltmarsh",400337,6468095,115.9458225,-31.91866354,NA,NA,NA,5.72,6.75,500,2500,NA,NA,3000,36034,7.7,82,2115,0.225,127.4,18.5,71.5,148,42066,18.5,8.3,4452,64.7,36.2,4831,175.9,1.3,12223,49.9,28,662,48.9,69,1907,10.8,53.1,24,327.8,83.9,29.2,310.5,250.3,"High_Na"
"2021","ENVT3361.10","AF_sed_47","2021_10_4","10_4",NA,"SW","SM","Saltmarsh",400360,6468094,115.9460656,-31.91867457,NA,NA,NA,6.08,6.33,500,1000,NA,NA,1500,41347,5.6,92,1340,0.165,110.6,14.4,77.3,260,48453,21.9,7.4,3973,54.3,33.7,4346,99.6,1.1,9306,43.1,26,828,61.9,66.1,1167,11.3,49.4,24.6,346.1,83.9,23.1,239.2,215.4,"High_Na"
"2021","ENVT3361.10","AF_sed_48","2021_10_5","10_5",NA,"SE","SM","Saltmarsh",400429,6468064,115.9467923,-31.91895124,NA,NA,NA,5.81,7.7,500,500,NA,NA,1000,30038,9.8,27,2331,0.463,142.2,11.8,48.4,88,72469,32.6,9.6,2851,70.3,43,3635,64.8,8.4,8624,50.2,16,592,38.3,40.7,4623,7.9,43,16.3,202.8,73.5,38.1,195.4,272.3,"High_Na"
"2021","ENVT3361.10","AF_sed_49","2021_10_6","10_6",NA,"SE","SM","Saltmarsh",400476,6468072,115.9472902,-31.91888319,NA,NA,NA,6.18,6.55,NA,NA,NA,NA,NA,41776,9.7,96,1601,0.121,107.8,10.8,79,239,37959,17.7,7.1,3488,53.3,31.1,4586,73.6,1.3,10452,43.5,25,718,253.3,66.5,1484,11.8,42.5,24.9,354.6,87.4,22.3,184.1,211.7,"High_Na"
"2021","ENVT3361.10",NA,"2021_10_7","10_7",NA,"SW","SM","Saltmarsh",400192,6468050,115.9442843,-31.91905672,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35134,2.3,77,1408,0.15,107.6,16.1,72.7,274,41376,18.2,7.3,4425,53.7,33.9,4577,110.5,1.6,8879,42.9,26,664,91.8,67.1,1205,11,39.2,25.4,319.9,83.6,22.8,365.5,211.5,"High_Na"
"2021","ENVT3361.1","AF_sed_50","2021_1_1","1_1",NA,"SW","SM","Saltmarsh",400216,6468016,115.9445347,-31.91936552,NA,NA,NA,5.33,9.43,NA,NA,NA,NA,NA,27243,6.8,72,1914,0.115,125.6,12.9,62.3,38,37459,17.9,8.1,3294,66.6,21.2,3981,231.1,1.9,11678,48.3,23,430,37.4,53,1640,9.6,46.5,19.7,233.9,82.4,30.6,57.6,248.6,"High_Na"
"2021","ENVT3361.1","AF_sed_51","2021_1_2","1_2",NA,"SW","SM","Saltmarsh",400277,6468012,115.9451794,-31.91940696,NA,NA,NA,5.66,9.7,NA,499.25,NA,NA,499.25,30559,0.9,47,1146,0.109,118.7,8.1,58,31,35628,16.7,8.3,3085,53.5,29.5,3424,87.6,3.4,12267,47.6,19,346,27,48.5,1307,9.1,32.8,18.9,238.8,81.2,29.2,40.6,228.1,"High_Na"
"2021","ENVT3361.1","AF_sed_52","2021_1_3","1_3",NA,"SE","SM","Saltmarsh",400310,6468007,115.9455279,-31.91945496,NA,NA,NA,5.94,8,NA,498.26,NA,NA,498.26,30793,3.3,44,1289,0.113,116.6,8.7,61.2,33,35626,18.4,8.1,3378,49.7,26.5,3261,154.8,2.7,10497,47,17,302,31.5,50.6,1088,9.8,31.8,20.7,218.9,84.7,27.7,45.5,221.4,"High_Na"
"2021","ENVT3361.1","AF_sed_53","2021_1_4","1_4",NA,"SE","SM","Saltmarsh",400365,6468009,115.9461098,-31.91944175,NA,NA,NA,5.99,8.78,NA,997.01,NA,NA,997.01,21642,3,56,1638,0.083,148,8.8,52.4,32,29705,14,8.4,2885,84.9,24.5,3053,146.9,2.4,10629,52.7,18,324,28,41.2,1227,8.3,36.1,17.3,198.5,73.5,38.2,42.6,294,"High_Na"
"2021","ENVT3361.1","AF_sed_54","2021_1_5","1_5",NA,"SE","SM","Saltmarsh",400446,6468014,115.9469669,-31.91940375,NA,NA,NA,4.91,8.55,NA,NA,NA,NA,NA,34121,1.3,91,1313,0.087,131.8,7.2,59.6,40,37687,16.5,9.6,3744,57.1,30,3174,80.9,2.8,10623,56.2,20,353,22,54.3,3313,9.4,100.6,18.4,255,80.1,29.3,24.4,254.7,"High_Na"
"2021","ENVT3361.2","AF_sed_55","2021_2_1","2_1",NA,"SW","SM","Saltmarsh",400149,6467984,115.9438228,-31.91964829,NA,NA,NA,5.54,13.97,2500,7500,NA,NA,10000,28369,2.9,49,1890,0.127,94.9,16.9,62.4,80,36581,17.1,6.3,3196,46.7,22,4496,556.2,1.3,15454,38.2,22,477,47.7,52.9,1693,9.5,41.5,20.7,230.1,79.1,19.8,112,186.1,"High_Na"
"2021","ENVT3361.2","AF_sed_56","2021_2_2","2_2",NA,"SW","SM","Saltmarsh",400271,6467978,115.9451124,-31.91971313,NA,NA,NA,4.97,11.71,7000,6000,NA,NA,13000,29631,1.6,37,632,0.108,95.3,7.3,56.3,30,42846,20.4,7.8,2975,37,34.4,3094,136.7,6.3,13550,42.3,14,313,24.7,46.6,1434,9.4,20.8,20,195,92.2,22.2,17.6,182.4,"High_Na"
"2021","ENVT3361.2","AF_sed_57","2021_2_3","2_3",NA,"SE","SM","Saltmarsh",400329,6467985,115.9457266,-31.91965508,NA,NA,NA,4.66,15.51,2500,3000,NA,NA,5500,30010,NA,27,662,0.092,78,6.1,54.4,28,34346,17,6.6,2835,28.7,29.1,3564,78.3,3.4,14930,36.6,14,258,24.8,46.4,1550,8.7,20.4,17.6,205.6,83.2,16.6,21.7,149.9,"High_Na"
"2021","ENVT3361.2","AF_sed_58","2021_2_4","2_4",NA,"SE","SM","Saltmarsh",400383,6467960,115.9462951,-31.91988533,NA,NA,NA,5.06,12.27,NA,1500,NA,NA,1500,29401,NA,43,823,0.109,137.3,9.2,58.5,30,37686,19,9.1,2946,62.9,29.8,3738,171.9,2.6,13807,52.4,17,294,29,49.4,1469,9.4,27.6,18.7,219.1,82.4,36.3,27.3,261.7,"High_Na"
"2021","ENVT3361.2","AF_sed_59","2021_2_5","2_5",NA,"SE","SM","Saltmarsh",400427,6467985,115.946763,-31.91966367,NA,NA,NA,4.35,12.43,2000,4000,NA,NA,6000,34617,2.8,75,829,0.099,98.2,9.4,56.9,25,40687,19.8,8.4,3144,39.9,39.1,3179,57.9,2.8,14381,44.9,28,289,22,48.7,2667,8.9,67.5,18,191.4,84.8,20.9,21.4,191.4,"High_Na"
"2021","ENVT4461.1","AF_sed_23","2021_11_1","11_1",NA,"SW_transect","SE","Lake_Sed",400197.2,6468078,115.9443422,-31.91880461,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41249,7.3,66,2101,0.245,94.4,17.1,71.4,654,34296,17.5,6.1,5265,45.8,48.5,5080,74.3,3.6,13831,37.5,31,1030,72.9,74.9,3653,10.4,78.3,22.5,279.7,79.1,19.7,322.8,183.8,"High_Na"
"2021","ENVT4461.1","AF_sed_24","2021_11_2","11_2",NA,"SW_transect","SE","Lake_Sed",400204.4,6468066,115.9444171,-31.91891348,NA,NA,NA,5.06,8.18,NA,NA,NA,NA,NA,35309,4.7,58,1679,0.173,99.3,14.6,73.4,221,46610,21.2,6.6,4816,47.9,36.5,4853,83.5,1.5,10754,40.3,26,633,71.2,71.4,1620,10.9,43.8,25.9,291.1,84.5,20.8,335.1,194.1,"High_Na"
"2021","ENVT4461.1","AF_sed_25","2021_11_3","11_3",NA,"SW_transect","SE","Lake_Sed",400211.6,6468055,115.9444921,-31.91901334,NA,NA,NA,6.22,5.95,NA,NA,NA,NA,NA,39576,NA,101,1855,0.221,128.8,14,81.5,141,46293,19.6,8.6,4445,65,38.1,4891,140.2,1.2,8961,51.4,29,546,69.1,73.7,910,12.4,51.8,26.9,395.2,93.8,28.6,283.4,253.8,"High_Na"
"2021","ENVT4461.1","AF_sed_26","2021_11_4","11_4",NA,"SW_transect","SE","Lake_Sed",400218.8,6468043,115.9445671,-31.91912222,NA,NA,NA,5.97,8.15,4500,6500,NA,250,11250,39665,2.8,75,2052,0.202,106.3,15.1,80.8,185,41907,18.9,6.9,4975,53.1,37.8,5046,111.7,0.8,11841,42.8,28,569,89,77.3,2037,11.8,47.4,25.6,367,87.6,21.8,261.6,209.1,"High_Na"
"2021","ENVT4461.1","AF_sed_27","2021_11_5","11_5",NA,"SW_transect","SE","Lake_Sed",400226,6468031,115.944642,-31.91923109,NA,NA,NA,5.86,12.1,1000,8000,250,250,9500,34303,4.6,65,2261,0.12,93.4,11.5,69.5,201,35224,17.3,6.1,4253,45,32.3,4984,96.8,1.2,14879,37.7,24,753,48.8,65.2,2923,10.4,47.5,23.7,274.7,83.6,19.6,153.7,182.2,"High_Na"
"2021","ENVT4461.1","AF_sed_60","2021_11_6","11_6",NA,"Woolcock","WD","Drain_Sed",400041,6468267,115.9427098,-31.91708601,NA,NA,NA,5.2,280,1000,12750,NA,NA,13750,888,NA,6,470,0.031,2.3,12.2,1.8,NA,1562,NA,NA,73,1.5,0.5,106,6.9,0.1,61,1,2,26,4.5,0.6,1358,0.1,2.3,NA,47.2,2.3,0.5,825.2,NA,"Low_Na"
"2021","ENVT4461.2","AF_sed_61","2021_12_1","12_1",NA,"Woolcock","WD","Drain_Sed",400050,6468255,115.9428037,-31.91719505,NA,NA,NA,4.74,0.14,1000,4000,NA,NA,5000,2855,0.4,14,843,0.039,4.1,11.9,4.1,2,4297,NA,0.2,215,2.5,1.4,280,19.7,0.2,122,1.9,3,57,15.5,1.6,1782,0.2,3.3,1.1,112.3,5.9,1.2,891.5,8.7,"Low_Na"
"2021","ENVT4461.2","AF_sed_62","2021_12_2","12_2",NA,"Woolcock","WD","Drain_Sed",400056,6468247,115.9428663,-31.91726774,NA,NA,NA,7.3,0.25,1000,1500,NA,NA,2500,10635,4,16,11933,0.154,17.6,56.3,11,12,23630,7.6,1.4,493,14.3,1.4,827,263.9,0.6,432,7.2,7,361,13.5,2.6,1471,0.6,29.4,2.7,103.7,19,4.5,2807,40.5,"Low_Na"
"2021","ENVT4461.2","AF_sed_63","2021_12_3","12_3",NA,"Woolcock","WD","Drain_Sed",400055,6468230,115.942854,-31.917421,NA,NA,NA,7.35,0.47,6000,1000,NA,NA,7000,12920,5.5,34,21592,0.254,25.4,56.1,14.5,24,28221,10.2,1.9,405,20.9,2,1276,107.5,0.7,571,9.6,13,682,26.7,3.1,3591,0.6,60.6,2.1,89.8,16.9,6.5,7556.4,57.8,"Low_Na"
"2021","ENVT4461.2","AF_sed_64","2021_12_4","12_4",NA,"Woolcock","WD","Drain_Sed",400050,6468217,115.9427998,-31.91753783,NA,NA,NA,6.42,0.77,2500,8500,NA,NA,11000,25844,9,41,8281,0.346,47.9,63.2,20.2,33,58538,20.9,3.5,579,36.9,2.8,1633,181.7,1.8,1032,15.6,17,1052,39.5,3.8,4113,0.9,48.4,3.1,130.3,28.4,10.2,7035,103.9,"High_Na"
"2021","ENVT4461.2","AF_sed_65","2021_12_5","12_5",NA,"Woolcock","WD","Drain_Sed",400055,6468199,115.9428508,-31.91770063,NA,NA,NA,6.02,0.96,NA,1500,NA,NA,1500,38846,5.2,37,7865,0.38,67.5,53.5,19.7,28,87955,33.5,5.1,488,52.3,3.1,1499,168.3,3,1102,20.8,15,1074,37.2,3.8,3826,1.1,46.4,3.2,114.8,34.1,13.7,4786.3,145.7,"High_Na"
"2021","ENVT4461.3","AF_sed_67","2021_13_1","13_1",NA,"KMD","KMD","Drain_Sed",399985,6468034,115.9420935,-31.91918283,NA,NA,NA,6.07,18.19,NA,NA,NA,NA,NA,10390,0.9,19,3841,0.069,28.3,2.5,20.4,37,9803,5.5,1.9,1889,14.2,11.9,5316,16.1,1.2,22257,12,8,675,23.1,16.1,4634,2.2,67.8,3.2,78.7,24.4,6.4,233.5,56.4,"High_Na"
"2021","ENVT4461.3","AF_sed_68","2021_13_2","13_2",NA,"KMD","KMD","Lake_Sed",399981,6468029,115.9420507,-31.91922758,NA,NA,NA,5.92,21.08,NA,NA,NA,NA,NA,30353,4.4,58,3414,0.115,75.4,6.8,58.1,63,23624,12.9,4.6,3669,37.3,30,6385,40,2.4,22081,30.7,18,545,50.9,51.8,10473,8,88.9,13.8,215.8,65.4,15.7,236.9,148,"High_Na"
"2021","ENVT4461.3","AF_sed_69","2021_13_3","13_3",NA,"KMD","KMD","Lake_Sed",399977,6468009,115.9420063,-31.91940764,NA,NA,NA,3.16,32.9,NA,NA,NA,NA,NA,19705,7.8,45,3594,0.617,63.9,17.5,42.2,79,69281,30,5.9,3296,31.6,23.1,7116,78.4,6.4,37420,28.4,18,466,32.9,38.2,64085,5.7,84.6,10.7,149.1,73.9,16.1,873.4,129.8,"High_Na"
"2021","ENVT4461.3","AF_sed_70","2021_13_4","13_4",NA,"KMD","KMD",NA,399977,6468030,115.9450857,-31.91922,NA,NA,NA,4.82,31.3,NA,NA,NA,NA,NA,28640,4.2,39,2842,0.14,68.3,6.8,56.8,59,27317,14.7,4.6,3759,31.4,29.1,6439,38.4,2.7,26085,28.8,17,410,31.1,54.6,11980,8.5,64.4,16.6,207.8,66.5,14.5,291.6,133.1,"High_Na"
"2022","ENVT3361.1","2022_S01","Group 1",NA,NA,NA,"SM","Saltmarsh",400470,6468259,115.9472459,-31.91719585,0,10,5,5,NA,NA,NA,NA,NA,NA,35340,6.52,80.2,1376,NA,76.4,4.95,52.7,36.9,47040,16.8,2.73,3958,33.6,24.1,3221,57.3,3.09,10449,34,14.4,315,24.1,NA,3371,9.13,100.6,14.2,243,64,11.5,16.6,146.73,"High_Na"
"2022","ENVT3361.2","2022_S02","Group 2",NA,NA,NA,"SM","Saltmarsh",400500,6468208,115.947558,-31.91765852,0,10,5,NA,NA,NA,NA,NA,NA,NA,36380,9.24,89.1,1846,NA,131.7,6.87,54,39.4,41905,15.6,5.28,3769,60.5,28.4,5120,93.6,1.3,29175,54.9,20.1,366,22.5,12.7,3871,8.27,95.2,16.3,243,63.8,29,34.9,252.38,"High_Na"
"2022","ENVT3361.3","2022_S03","Group 3",NA,NA,NA,"SM","Saltmarsh",400419,6468324,115.9467132,-31.91660506,0,10,5,6.34,135.3,NA,NA,NA,NA,NA,10714,16.51,27.1,689,0.151,21.4,6.52,16.5,128.7,41561,10,2.01,552,10.8,5.6,543,85.6,2.63,474,9.1,6.6,970,82.4,6.9,467,1.7,12,5.3,225,24.8,3.2,126.1,43.31,"Low_Na"
"2022","ENVT3361.4","2022_S04","Group 4",NA,NA,NA,"SM","Saltmarsh",400329,6468170,115.9457456,-31.9179863,0,10,5,NA,NA,NA,NA,NA,NA,NA,41793,7.73,76.3,2774,0.037,115.8,11.61,62.6,247.5,46288,18.6,6.59,4077,56.4,33.3,5797,86.3,1.56,25631,41.8,27,985,83.1,83.8,2923,9.5,63.7,20.8,280,70.5,24.7,243.7,220.59,"High_Na"
"2022","ENVT3361.5","2022_S05","Group 5",NA,NA,NA,"SM","Saltmarsh",400292,6468133,115.9453505,-31.91831681,0,10,5,NA,NA,NA,NA,NA,NA,NA,53768,9.39,77.5,1914,0.041,125.5,9.79,63.4,251.3,53143,22,5.35,4137,53.9,63.5,4503,66.2,4.08,15965,50.3,23.7,842,93.7,19.7,2489,9.93,52.6,19.5,241,76.7,28.7,212.4,235.05,"High_Na"
"2022","ENVT3361.6","2022_S06","Group 6",NA,NA,NA,"SM","Saltmarsh",400267,6468065,115.9450791,-31.918928,0,10,5,6.46,6.86,NA,7,NA,9,16,29413,35.89,110.7,3030,0.312,47.7,14.8,43.7,593.3,73141,21.8,2.03,3610,25.2,33.5,5172,58.9,6.38,22519,19.6,16.4,2523,181.9,NA,9769,5.89,328.7,12.6,190,63.7,10.3,315.8,94.53,"High_Na"
"2022","ENVT3361.7","2022_S07","Group 7",NA,NA,NA,"SM","Saltmarsh",400336,6468051,115.9458074,-31.91906034,0,10,5,6.36,8.5,NA,NA,NA,NA,NA,38117,3.92,82.6,2227,NA,121,18.65,65.7,53,35910,15.7,3.1,4784,61.6,43.9,5203,381.9,0.73,21182,45.9,27.4,377,31.3,NA,2299,10.43,53.7,22.3,329,73.5,28.3,95.3,231.6,"High_Na"
"2022","ENVT3361.8","2022_S08","Group 8",NA,NA,NA,"SM","Saltmarsh",400379,6468072,115.9462643,-31.91887469,0,10,5,NA,NA,NA,NA,NA,NA,NA,42425,3.82,84.3,2475,NA,153,17.66,71.1,54.4,39243,17.2,4.03,5236,76.4,56.4,5285,287.9,1.01,20212,56.3,30.9,425,34.2,NA,2238,11.21,60.7,23.5,376,79.8,38.4,93,289.73,"High_Na"
"2022","ENVT3361.9","2022_S09","Group 9",NA,NA,NA,"S","Drain_Sed",400089,6468065,115.9431966,-31.91891236,0,10,5,NA,NA,NA,NA,NA,NA,NA,26617,23.4,47.1,5509,0.027,52.4,25.8,39.4,297.1,69710,21.3,2.01,3609,28.9,34.9,7111,206.6,2.09,35105,21.7,19,1849,115.6,NA,5627,4.91,116.7,8.5,146,72.1,13.1,644.5,105.01,"High_Na"
"2022","ENVT4461.10","2022_S10","Group 10",NA,NA,NA,"S","Drain_Sed",400112,6468035,115.9434367,-31.91918499,0,10,5,NA,NA,NA,NA,NA,NA,NA,37032.5,28.495,64.3,7048.5,0.2795,74.5,30.21,61.65,418.3,76657,24.2,3.07,3020,39.3,57.45,5749.5,141,5.685,16658.5,27.45,38.35,2799,690.25,NA,17312,6.38,108.15,13.25,227.5,80.6,18.65,809.5,144.32,"High_Na"
"2022","ENVT4461.11","2022_S11","Group 11",NA,NA,NA,"S","Drain_Sed",400113,6468044,115.9434482,-31.91910389,0,10,5,6.53,10.4,NA,NA,NA,NA,NA,28524,21.16,43.5,6459,0.119,50.9,12.43,46,435.5,48864,17.4,2.08,3527,25.9,39.4,6549,94.8,3.16,24859,19.6,17.6,1459,192,NA,7965,6,103.7,11.7,155,66.2,11.6,517.7,98.48,"High_Na"
"2022","ENVT4461.1","2022_S12","12",NA,NA,NA,"CMD","Drain_Sed",400475,6468324,115.9473055,-31.91660996,0,10,5,NA,NA,NA,NA,NA,NA,NA,28018,12,101,2829,NA,118,13,39,57,41841,19,7,2089,56,26,1802,75,2,809,41,13,369,43,32,4793,6,30,14,259,51,27,246,222,"Low_Na"
"2022","ENVT4461.1","2022_S13","13",NA,NA,NA,"CMD","Drain_Sed",400410,6468325,115.9466182,-31.91659525,0,10,5,NA,NA,NA,NA,NA,NA,NA,46271,22,104,2473,NA,183,10.3,53,604,72201,40,11,2895,87,48,4064,48,4,13213,65,22,2390,121,57,4643,8,96,14,224,81,45,263,346,"High_Na"
"2022","ENVT4461.1","2022_S14","14",NA,NA,NA,"CMD","Drain_Sed",400327,6468243,115.9457319,-31.91732764,0,10,5,NA,NA,NA,NA,NA,NA,NA,64426,5,95,1025,NA,177,11.4,66,135,34949,22,12,4334,64,80,3646,47,2,9114,70,31,401,49,71,1831,11,58,19,240,81,39,91,323,"High_Na"
"2022","ENVT4461.1","2022_S15","15",NA,NA,NA,"N","Lake_Sed",400308,6468242,115.9455309,-31.91733499,0,10,5,NA,NA,NA,NA,NA,NA,NA,56206,6,104,2538,NA,197,12.7,67,107,37840,23,12,4361,87,58,4131,74,2,8111,70,24,605,47,81,1810,11,63,21,288,83,45,204,366,"High_Na"
"2022","ENVT4461.1","2022_S16","16",NA,NA,NA,"NE","Lake_Sed",400341,6468229,115.9458786,-31.91745515,0,10,5,NA,NA,NA,NA,NA,NA,NA,59799,6,113,2441,NA,201,13,70,106,38112,25,12,4552,89,62,4153,73,2,8294,71,25,562,44,88,1749,12,67,21,278,85,46,198,373,"High_Na"
"2022","ENVT4461.1","2022_S16.5","16.2",NA,NA,NA,"CMD","Drain_Sed",400448,6468343,115.9470219,-31.91643621,0,10,5,NA,NA,NA,NA,NA,NA,NA,9079,9,22,795,NA,33,4.4,18,60,20558,8,2,456,15,4,374,39,1,331,12,3,143,25,6,225,2,6,7.9,177.9,30,4.2,48.2,62,"Low_Na"
"2022","ENVT4461.2","2022_S17","17",NA,NA,NA,"FW","Flooded",400153,6468280,115.9438956,-31.9169786,0,10,5,NA,NA,NA,NA,NA,NA,NA,31772,2,27,2231,NA,77,4.8,41,19,13485,6,4,1876,36,36,2482,32,2,5344,28,9,129,22,30,3269,6,29,13,264,47,14,208,145,"High_Na"
"2022","ENVT4461.2","2022_S18","18",NA,NA,NA,"FW","Flooded",400170,6468296,115.944077,-31.91683577,0,10,5,NA,NA,NA,NA,NA,NA,NA,32672,3,57,2176,NA,89,5.1,49,32,19594,11,5,2278,42,30,2763,34,2,6180,34,11,257,141,40,2527,8,34.6,18,267.7,59.6,17.2,121.1,170,"High_Na"
"2022","ENVT4461.2","2022_S19","19",NA,NA,NA,"FW","Flooded",400171,6468305,115.9440885,-31.91675467,0,10,5,NA,NA,NA,NA,NA,NA,NA,30633,3,48,1837,NA,104,3.2,45,21,18434,7,6,1618,49,25,2136,36,3,4071,38,8,182,24,29,1584,8,30,17,316,62,21,60,197,"High_Na"
"2022","ENVT4461.2","2022_S20","20",NA,NA,NA,"FW","Flooded",400160,6468324,115.9439742,-31.91658232,0,10,5,NA,NA,NA,NA,NA,NA,NA,22088,7,53,18797,NA,32,2.9,36,13,29765,17,2,1031,19,10,1438,42,7,621,15,5,143,18,14,329,5,65,16,147,66,5,30,68,"Low_Na"
"2022","ENVT4461.2","2022_S21","21",NA,NA,NA,"FW","Flooded",400189,6468329,115.9442814,-31.91653976,0,10,5,NA,NA,NA,NA,NA,NA,NA,24388,7,82,4031,NA,42,5.6,47,20,35827,19,3,1063,21,13,1307,45,5,453,17,6,180,23,19,404,7,26,18,234,71,6,198,83,"Low_Na"
"2022","ENVT4461.3","2022_S22","22",NA,NA,NA,"NW","Lake_Sed",400034,6468183,115.9426271,-31.91784311,0,10,5,5.81,10.56,NA,NA,NA,NA,NA,23112,7,19,2351,NA,62,21.1,33,23,39825,19,4,1843,28,28,3104,42,6,11846,25,10,259,26,24,15099,5,35,10,201,54,15,1160,119,"High_Na"
"2022","ENVT4461.3","2022_S23","23",NA,NA,NA,"NW","Lake_Sed",400036,6468185,115.9426484,-31.91782524,0,10,5,5.54,9.99,NA,NA,NA,NA,NA,21131,9,20,3070,NA,67,22.4,30,32,55404,29,5,1540,29,25,3238,48,9,11216,29,11,408,30,21,17984,4,41,8,123,56,16,1398,130,"High_Na"
"2022","ENVT4461.3","2022_S24","24",NA,NA,NA,"WD","Drain_Sed",400056,6468254,115.9428671,-31.9172046,0,10,5,5.62,0.1069,NA,NA,NA,NA,NA,5208,1,7,2398,NA,10,6.8,3,6,3962,-2,1,95,8,2,253,19,NA,123,4,2,131,17,1,1342,NA,9,2,116,5,2,2783,23,"Low_Na"
"2022","ENVT4461.3","2022_S25","25",NA,NA,NA,"WD","Drain_Sed",400052,6468252,115.9428246,-31.91722229,0,10,5,7.12,0.2583,NA,NA,NA,NA,NA,9700,3,13,9354,NA,16,22.4,6,10,12227,5,1,182,13,1,626,87,NA,222,6,3,281,18,2,1473,NA,21,1,86,11,3,2643,36,"Low_Na"
"2022","ENVT4461.3","2022_S26","26",NA,NA,NA,"WD","Drain_Sed",400043,6468265,115.9427307,-31.91710423,0,10,5,6.52,0.2944,NA,NA,NA,NA,NA,2316,1,7,1549,NA,3,2.3,2,3,2284,-1,NA,64,1,1,127,12,NA,75,1,NA,43,62,1,934,NA,4,1,66,4,1,150,NA,"Low_Na"
"2022","ENVT4461.4","2022_S27","27",NA,NA,NA,"KMD","Drain_Sed",399915,6468163,115.9413665,-31.91801304,0,10,5,NA,NA,NA,NA,NA,NA,NA,7147,5,53,16283,NA,15,40.3,12,80,15523,7,1,818,9,3,1453,258,1,1871,8,6,1403,27,3,4507,1,72,2,88,21,3,1632,33,"High_Na"
"2022","ENVT4461.4","2022_S28","28",NA,NA,NA,"KMD","Drain_Sed",399931,6468135,115.9415328,-31.91826702,0,10,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022","ENVT4461.4","2022_S29","29",NA,NA,NA,"KMD","Drain_Sed",399964,6468087,115.9418768,-31.9187029,0,10,5,NA,NA,NA,NA,NA,NA,NA,14087,7,43,7893,NA,19,18.4,14,18,15937,8,1,430,11,5,1003,119,1,663,9,4,1348,24,3,1956,1,41.4,1.7,92.9,26.6,3.8,892,40,"Low_Na"
"2022","ENVT4461.4","2022_S30","30",NA,NA,NA,"KMD","Drain_Sed",399997,6468027,115.9422197,-31.91924703,0,10,5,NA,NA,NA,NA,NA,NA,NA,11771,9,37,5638,NA,19,36.8,13,33,32513,16,1,1158,13,8,3919,97,3,14063,9,8,1146,46,7,38615,1,71,3,96,28,4,5747,42,"High_Na"
"2022","ENVT4461.4","2022_S31","31",NA,NA,NA,"KMD","Drain_Sed",400004,6467976,115.9422884,-31.91970769,0,10,5,NA,NA,NA,NA,NA,NA,NA,29810,6,35,6640,NA,55,17,41,28,36614,19,4,2075,29,38,2944,99,2,4508,23,11,457,25,29,8767,7,50,13,271,68,15,496,111,"High_Na"
